,news_url,title,no_of_retweets,label
56,cbc.ca/ottawa/,IN LOCKDOWN | Many buildings in downtown Ottawa in lockdown as shooting investigations continue: http://t.co/kKUgUz4zHC #cbcOTT #OTTnews,164,0
57,ottawa.ctvnews.ca,Pic from Conservative MP Nina Grewal of caucus is getting a lot of att'n on Twitter. @grahamctv: #ottawashooting. http://t.co/vAuAopcJRD,112,0
58,cnn.com/situationroom,"#Breaking: Canadian embassy in Washington, D.C. is locked down as precaution. #OttawaShooting http://t.co/Fut4TJG3Sb http://t.co/IdZuWNHOim",535,0
59,nationalpost.com,‘We refuse to be silenced': Ontario premier Kathleen Wynne defiant in face of Ottawa shooting http://t.co/Y03rCS0LoZ http://t.co/9o4CC8wBpK,168,0
60,mediasmarts.ca,Tip Sheet: Helping Kids Cope with Media Coverage of War and Traumatic Events http://t.co/6NVM8bWGoP  #ottawashooting http://t.co/SScGHn9PoE,110,0
61,globalnews.ca,Security bulletin from Parliament Hill: #ottawa http://t.co/79DHcPi530,131,0
62,ABCNews.com,PHOTO: Parliament Hill caucus room barricaded with furniture due to active shooter situation - http://t.co/8pVYX8s91t http://t.co/6cHBF5KsME,257,0
63,biometricstate.com,We have no idea who is responsible for the #ottawashooting so why are instant commentators talking about #ISIS? Please stop politics of fear,104,0
64,specialneedsroadmaps.ca,Stay Strong Canada.  #ottawashooting http://t.co/7gVWfXh0AC,209,0
65,youtube.com/user/jpeopolis,I admire the way Canadians are responding to the #ottawashooting. Keeping the focus on the victims rather than the perpetrators.,312,0
66,globeandmail.com,Follow our live coverage of the shootings in Ottawa here: http://t.co/rmEiEdAcH3 #ottawashooting http://t.co/GBHLM8pWGp,127,0
67,bit.ly/10TPsX1,"Ottawa friends—Canadians are with you, coast to coast. #OttawaShooting #cdnpoli",109,0
68,fem2pt0.com,"If you're in Ottawa and upset, scared, anxious about today's events, don't hesitate to call @DistressCentreO: 613-238-3311 #OttawaShooting",201,0
69,tonyclement.ca,"Still trapped here, barricaded. Not in my office, but elsewhere. #OttawaShooting",120,0
70,skynews.com,"Canadian cabinet minister Jason Kenney says ""Canada will not be terrorised or intimidated"" following #OttawaShooting",165,0
71,nanceackerman.com,"Thinking of Layton's words: ""Love is better than anger. Hope is better than fear. Optimism is better than despair."" #ottawashooting",308,0
72,cbc.ca/thenational,VIDEO: @petermansbridge on what we currently know about the #OttawaShooting http://t.co/5XBsdQf561 http://t.co/EKZlSUznJ9,149,0
73,cbc.ca/ottawa/,Shooting investigation going on for more than 3 hours. Much of downtown Ottawa still in lockdown: http://t.co/alz6qu6Mca #cbcOTT #OTTnews,144,0
74,cbc.ca/news/,.@petermansbridge tells us what we know right now on the #OttawaShooting http://t.co/YbG1hUoqdA,127,0
75,cbc.ca/canada/,"'We could smell that gun powder': MPs, eyewitnesses describe Ottawa shooting scene http://t.co/3LA2OprAiW http://t.co/mgCoyZFUQD",116,0
76,instagram.com/MikeLoftus_,"My thoughts are with 
our good friends &amp; neighbors
to the north 🍁😔 
#WeLoveYouCanada  
#OttawaShooting",3622,0
77,cbc.ca/news/,Parliament Hill attack: Ottawa residents captures images of chaos amidst lockdown http://t.co/zZqXiHYgFX http://t.co/y0hkxMLYDP,170,0
78,ottawapolice.ca,Shooting incidents in Ottawa today: ongoing investigation http://t.co/jusznyyg4U,113,0
79,cristinastasia.com,"American media: stop calling #OttawaShooting ""Canada's 911"" We don't know who or why yet. Canadians prefer to spread facts,not fear #cdnpoli",122,0
80,globeandmail.com,"""Soldiers at the Cenotaph"": editorial cartoon by Brian Gable #OttawaShooting http://t.co/IYtUltVT9u",127,0
81,sheikmovie.com,CANADA WHAT THE FUCK YOU SUPPOSE TO BE NICE PEOPLE #OttawaShooting,349,0
82,rcmp-grc.gc.ca/on,"Please forward any tips, photos or videos to NatDiv_Media_DivNat@rcmp-grc.gc.ca #OttawaShooting c: @RCMP_Nat_Div ^JT",102,0
83,bbc.com/news,"Canadian police say #OttawaShooting ""caught us by surprise"" http://t.co/xpS6u85aRh http://t.co/ojAcFkiORc",265,0
84,cbc.ca/news/,"Authorities refuse to say whether Parliament Hill gunman a Canadian citizen, or whether he was one of 90 people on terror surveillance list.",239,0
85,infowars.com,"Censorship: RCMP Asks Public Not to Post Photos, Videos of #OttawaShooting http://t.co/0bsWWWfxXI http://t.co/c7uTeVqQGH",121,0
86,rcmp-grc.gc.ca/on,#OttawaShooting situation is fluid and ongoing.  Remain vigilant and aware. Tip line 613-236-1222 x5493 c: @RCMP_Nat_Div ^JT,155,0
87,globeandmail.com,A timeline of what unfolded during the attack in Ottawa http://t.co/J3voI7E41p #OttawaShooting http://t.co/QVG3HQ9f7q,368,0
88,surreyteachers.org,This is a very important message to share with children today. #OttawaShooting http://t.co/AP1Gz2grFn,170,0
89,BearingArms.com,"The #OttawaShooting suspect who was killed was dropped by a gun nut who trained constantly. You're welcome, pansies.",112,0
90,nypost.com,Emergency responders escort VIPs out of a building near Parliament Hill following Ottawa shooting (Photo: Barcroft) http://t.co/wE4GXSqr7d,145,0
91,ericvallillee.ca,"In case the world is wondering, this is more what we're used to seeing on Parliament Hill. #OttawaShooting http://t.co/VmxLBm9QVW",2152,0
92,sikander.ca,Just received email message from @OttawaPolice Chief Charles Bordeleau #ottshooting #OttawaShooting http://t.co/4vJoP2YO11,171,0
93,ShannonTweed.Com,Ok #CNNBreakingNews stop calling it Royal Canadian MOUNTAIN Police. #OttawaShooting #Heroes #KevinVickers,393,0
94,bbc.com/news,The barricade of chairs MPs built to protect themselves from #OttawaShootings http://t.co/chVwXoViH9 http://t.co/L6maa7jonq,526,0
95,cnn.com,"The violence of #OttawaShooting has left a city on edge. After the chaos, here's what we know: http://t.co/fesMpgkevu http://t.co/7uqq1EArnA",434,0
96,20committee.com,Americans should watch Canadian coverage of #OttawaShooting; you'll quickly realize what a pathetic sh*tshow US politics &amp; media have become,154,0
97,rescue.org,the @OttawaPolice just sent an email to #muslim community leaders to call them if they feel unsafe or they're at risk #ottawashooting,412,0
98,todmaffin.com/connect,Things to remember. #OttawaShooting http://t.co/hsoasOkV7P,514,0
99,elizabethmaymp.ca,"Statement on the shooting incident in Ottawa – elizabethmaymp.ca – October 22, 2014 http://t.co/kBKCiK6g9L #GPC",138,0
100,Instagram.com/kingdavidf,We are One. We are Strong. #ProudToBeACanadian #PrayForOttawa #OttawaShooting http://t.co/JPBtFgAFgV,232,0
101,reuters.com,Images from the scene of the deadly shooting in Ottawa. http://t.co/AmAUPlccLT http://t.co/7sJ39Flwv0,346,0
102,vox.com,American and Canadian outlets are covering the shooting in Ottawa very differently: http://t.co/qGjJVnRp7x,136,0
103,rcmp-grc.gc.ca/ottawa/index-e…,It’s important for all Canadians to be vigilant and report anything they think is suspicious to their local police. #Ottawashooting,339,0
104,rcmp-grc.gc.ca/ottawa/index-e…,We are continually assessing/monitoring situation to ensure we can do our jobs in keeping Canadians safe. #Ottawashooting,123,0
105,dailynews.mcmaster.ca,McMaster's flags have been lowered in memory of today's shooting victim in Ottawa. http://t.co/5rFkvTybQO,191,0
106,danielledmario.wix.com/dani-mario#!ho…,Downtown #yxe. This man says he's marching for #Ottawa. #ottawashooting #cbcyxe http://t.co/xmxpYgFcgw,112,0
107,citynews.ca,"CityNews airing 4 newscasts dedicated to #Ottawashooting. 5-7pm, 8-9pm &amp; 11pm ET
WATCH LIVE: http://t.co/SJrTDWJFhl http://t.co/SuOksfRGqx",124,0
108,ombudsman.on.ca,"CNN commentator already blaming our ""lax"" immigration policies for Parliament Hill shooting. Gimme a break.",246,0
109,mathabah.org,Message from Toronto Police to Imams and Mosques in wake of #OttawaShootings: http://t.co/U5YZltZfSh,661,0
110,am980.ca,Pittsburgh Penguins announce they'll play the Canadian national anthem before tonight's game against Philadelphia. #ottawashooting,128,0
111,cbc.ca/news/,"Atlantic #cadet programs cancelled, other cadets advised to not wear uniform but show up in business casual. #OttawaShooting",104,0
112,cbc.ca/news/,"Ottawa shooting: How events unfolded, First shots fired at 9:52 a.m. at the War Memorial
http://t.co/cUzepktlxx http://t.co/eh0T2oHhFz",161,0
113,cp24.com,Obama on the Ottawa shooting: 'We're all shaken by it' http://t.co/VMkA37iqto http://t.co/U8NDhjF8WM,153,0
114,facebook.com/TeaPartyUS,Ottawa Canada identifies the gunman who is probably Muslim but that will not be mentioned. http://t.co/G2UIYHsGEY http://t.co/l1i3eEzhfR,128,0
115,ianparsons.com,I applaud @CBCNews for not speculating and only reporting what is known. American media could use some of this restraint. #OttawaShooting,111,0
116,twitter.com/tumblrhockey_/…,"True north STONG and free
RIP to the solider shot in the Ottawa shooting #CanadaStrong #OttawaShooting http://t.co/dQNXO4WXyj",401,0
117,yrp.ca,"Along with all our fellow Canadians, our thoughts are with the family of the @CanadianForces member killed today. #OttawaShooting",143,0
118,facebook.com/jenan.moussa.5,"Sad about #OttawaShooting. Worse, shooter might b guy who calls himself Muslim. Pls world dont judge 1.5 billion Muslims by some extremists.",315,0
119,globeandmail.com,In photos: Scenes from Canada's dark day #ottawashooting http://t.co/14mQmuazpz http://t.co/bBAXiSOyW0,259,0
120,vox.com,"Coverage of the Ottawa shooting, in one very revealing screenshot http://t.co/CE8bvaKO8F http://t.co/GqOHyg0tUD",366,0
121,ctvnews.ca/ctv-national-t…,"Parliament Hill Security: ""the situation is evolving"" - lockdown reinstated in offices around the Hill #OttawaShooting",136,0
122,cbc.ca/ottawa/,"RT @cfedio: Being told at CBC Ottawa that ""situation is evolving,"" told to ""remain in current location until further notice"" #OttawaShooting",107,0
123,cbc.ca/thenational,"VIDEO: Key moments in today's Parliament Hill shootings.
http://t.co/kR1mIPoJJg http://t.co/6gYfgPTH7q",130,0
124,limestonelabs.ca,"Texted a friend who works on Parliament Hill, &amp; got the perfect response [redacted for obvs reasons] #OttawaShooting http://t.co/B6xDzOuWmE",117,0
125,jian.ca,Kind words from U.S. re Cdn coverage of horrifying #OttawaShooting. Kudos to our @CBCNews colleagues on a tough day: http://t.co/68emQYXbyf,532,0
126,cnn.com/situationroom,"Intense new audio of #OttawaShooting, people scrambling, ""where do we go?"" http://t.co/8VuGDnxzoF #Sitroom http://t.co/j6NMFXLoyr",169,0
127,bonfantegroup.com,Canada showing why its regarded as such a great nation http://t.co/0lAw2uj35h #OttawaShooting #CanadaStrong,244,0
128,tonyclement.ca,Finally out of the building #ottawashooting,107,0
129,huffingtonpost.ca,Why Canada is great RT @BadatYusuf: Message from Toronto Police to Imams and Mosques in wake of #OttawaShootings: http://t.co/2ay2sq4MeJ,200,0
130,cbc.ca/marketplace,The sad poignant irony of a soldier felled at the foot of the Cenotaph. It is to weep. Remembrance Day will feel different. #OttawaShooting,204,0
131,bbc.co.uk/news,Australian PM Tony Abbott says security has been increased in Canberra following #OttawaShootings http://t.co/wp8YEfJfrA,169,0
132,thepassionateprojectmanager.com,"Watching Peter Mansbridge on CBC. Canadian journalism is calm, factual, not fear-mongering. The way it should be. #ottawashooting @cbc",140,0
133,thebeaverton.com,#CNN frustrated by Canadians' lack of panic. #OttawaShooting #cdnpoli,105,0
0,cbc.ca/politics,At the war memorial in. Ottawa. A soldier has been shot. They are giving him treatment now. #breaking http://t.co/cTmlb1LvgG,667,1
1,cbc.ca/news/,Uniformed Canadian soldier shot at War Memorial in #Ottawa.,431,1
2,1310news.com,Shots fired on parliament hill after a man walked up with a gun. I'm locked in a security office on parliament hill,168,1
3,ctvnews.ca,#BREAKING: Reports of shots fired on Parliament Hill,291,1
4,cbc.ca/ottawa/,BREAKING | Centre block and east block at Parliament Hill are locked down. #cbcOTT #OTTnews,193,1
5,ctvnews.ca/ctv-national-t…,BREAKING - Shooting on Parliament Hill. RCMP have weapons drawn #cdnpoli http://t.co/38qOgXcuet,391,1
6,globeandmail.com,#BREAKING news: Shots fired at Parliament Hill. Follow developing story: http://t.co/B8LinPFjvj http://t.co/olsk7N4X5T,218,1
7,cp24.com,BREAKING: CTV News confirms that shots have been fired on Parliament Hill.,594,1
8,ctvnews.ca/ctv-national-t…,RCMP yelling everyone to back away from Parliament Hill. Weapons out. Word of shooting inside. #cdnpoli http://t.co/aiXtvjlLP6,183,1
9,ctvnews.ca/ctv-national-n…,Scene at Ottawa war memorial. Soldier on duty shot. http://t.co/QvXGDUM4NC,120,1
10,cbc.ca/news/,BREAKING NEWS: Soldier shot at National War Memorial in Ottawa http://t.co/pp6hcfWcRw,271,1
11,cbc.ca/news/,"Parliament Hill in lockdown after soldier shot at #Ottawa's War Memorial, just south of East Block.",681,1
12,globeandmail.com,#BREAKING news: Shots fired at Parliament Hill. Follow developing story: http://t.co/gPg9nujRvk http://t.co/H0Hw24j5ma,565,1
13,facebook.com/joshwingroveGl…,So I am locked down in Centre Block on Parliament Hill after at least one shooter burst in and opened fire,243,1
14,cbc.ca/news/,"Shooter still on loose after uniformed soldier shot at #Ottawa's War Memorial, across road from Parliament. MP's being taken out of offices.",837,1
15,cbc.ca/politics,Soldier shot at National War Memorial in Ottawa http://t.co/Sgmcq7gUzf #cdnpoli #hw,155,1
16,ctvnews.ca,#DEVELOPING story here: Soldier shot in Ottawa at War Memorial http://t.co/jjL9ezaDjt,103,1
17,PzFeed.com,BREAKING NEWS: At least 3 shots fired at Ottawa War Memorial. One soldier confirmed shot - http://t.co/wiPaKVPSDb http://t.co/vwxeqj8xe9,135,1
18,cfra.com,MORE: @CTVNews reporting second shooting behind Peace Tower on Parliament Hill #ottnews SHOOTER IS ON THE LOOSE.,138,1
19,cp24.com,BREAKING: There have been two shootings on Parliament Hill. One of the victims is believed to be a member of the Canadian Forces.,1033,1
20,montreal.ctvnews.ca,"One person shot outside Centre Block, a second wounded inside the building in Parliament Hill shooting http://t.co/zng0g0aelU",121,1
21,cbc.ca/news/,Watch live: CBC NN coverage of shooting of soldier at Ottawa Cenotaph; shooter still on loose around Parliament Hill: http://t.co/16oYL4awFM,394,1
22,muckrack.com/dmatthewmillar,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli. http://t.co/lWKaxLI9jO,937,1
23,ctvnews.ca,RT @WatchCTVNews: LIVE NOW: Cops swarm Parliament Hill following reports of a shooting http://t.co/ekj0wMrYdV http://t.co/55Iz2M0542,623,1
24,globeandmail.com,#BREAKING news: Shots fired at Parliament Hill. Follow developing story: http://t.co/3k0YV9dfLq http://t.co/atLjT75nz0,209,1
25,facebook.com/thecanadianpre…,"UPDATE: Shots fired on Parliament Hill, soldier injured at National War Memorial in Ottawa http://t.co/6IRrutW1PI",293,1
26,cbc.ca/news/,"Police say they have located car belonging to suspect in #Ottawa shooting. Uniformed soldier shot at War Memorial, condition unknown.",381,1
27,GONGSHOW.com,Thoughts and Prayers with everyone in Ottawa (our office is here in Capital) right now on Parliament Hill with shots fired #PrayForOttawa,137,1
28,cbc.ca/news/,Soldier shot at National War Memorial in Ottawa http://t.co/WABNVkk7wA http://t.co/SRMYiIoOY9,488,1
29,ottawacitizen.com,"BREAKING: Soldier shot at War Memorial in Ottawa, Hill on lockdown, shooter at large http://t.co/64V216TLzO #ottnews",234,1
